School,Conference,Player Name,Class/Year,Total Minutes Played,Games Played,Games Started,Nationality,Hometown,Country,Source Stats URL,Source Roster URL,Data Confidence,Notes,Estimated Graduation,Position
Air Force,Mountain West,Brody Smith,Fr.,,,,USA,"Cary, NC",,,https://goairforcefalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 27%,2029,Goalkeeper
Air Force,Mountain West,Ben Wunsch,Sr.,,,,USA,"St. Louis, MO",,,https://goairforcefalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 27%,2026,Midfielder
Air Force,Mountain West,Kyle Skevington,Fr.,,,,USA,"Carlsbad, CA",,,https://goairforcefalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 27%,2029,Defender
Air Force,Mountain West,Attila Toth,Fr.,,,,USA,"Phoenix, AZ",,,https://goairforcefalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 27%,2029,Forward
Air Force,Mountain West,Carter Rizzo,Sr.,,,,USA,"Phoenix, AZ",,,https://goairforcefalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 27%,2026,Forward
Air Force,Mountain West,Joey Betts,Sr.,,,,USA,"Panama City, FL",,,https://goairforcefalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 27%,2026,Forward
Air Force,Mountain West,Weston Cantrell,Fr.,,,,USA,"Granbury, TX",,,https://goairforcefalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 27%,2029,Forward
Air Force,Mountain West,Nick Bisagno,Sr.,,,,USA,"Boise, ID",,,https://goairforcefalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 27%,2026,Midfielder
Air Force,Mountain West,Ryan Daunt,Jr.,,,,USA,"Tallahassee, FL",,,https://goairforcefalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 27%,2027,Midfielder
Air Force,Mountain West,Ridge Owen,Jr.,,,,USA,"Chula Vista, CA",,,https://goairforcefalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 27%,2027,Forward
Air Force,Mountain West,Noah Reznik,Sr.,,,,USA,"Des Moines, IA",,,https://goairforcefalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 27%,2026,Midfielder
Air Force,Mountain West,Andrew Durkin,Sr.,,,,USA,"Richmond, VA",,,https://goairforcefalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 27%,2026,Defender
Air Force,Mountain West,Noah Higbie,So.,,,,USA,"Lenexa, KS",,,https://goairforcefalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 27%,2028,Defender
Air Force,Mountain West,Sean Flynn,So.,,,,USA,"Gilbert, AZ",,,https://goairforcefalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 27%,2028,Midfielder
Air Force,Mountain West,Seni Akinola,So.,,,,USA,"Hertfordshire, GB-ENG",,,https://goairforcefalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 27%,2028,Defender
Air Force,Mountain West,Aidan Grubbs,So.,,,,USA,"Bradenton, FL",,,https://goairforcefalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 27%,2028,Midfielder
Air Force,Mountain West,Tyler Kato,So.,,,,USA,"Ann Arbor, MI",,,https://goairforcefalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 27%,2028,Midfielder
Air Force,Mountain West,Logan Zaa,So.,,,,USA,"Honolulu, HI",,,https://goairforcefalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 27%,2028,Forward
Air Force,Mountain West,Josh Spence,Jr.,,,,USA,"Burlington, KY",,,https://goairforcefalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 27%,2027,Goalkeeper
Air Force,Mountain West,Menes Ajyeman,Fr.,,,,USA,"Berryville, VA",,,https://goairforcefalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 27%,2029,Midfielder
Air Force,Mountain West,Oliver Becker,Fr.,,,,USA,"Madison, WI",,,https://goairforcefalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 27%,2029,Midfielder
Air Force,Mountain West,Myles Farkas,Fr.,,,,USA,"San Diego, CA",,,https://goairforcefalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 27%,2029,Midfielder
Air Force,Mountain West,Brayden Benner,Fr.,,,,USA,"West Chester, OH",,,https://goairforcefalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 27%,2029,Defender
Air Force,Mountain West,Dane Baker,Fr.,,,,USA,"Danville, CA",,,https://goairforcefalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 27%,2029,Defender
Air Force,Mountain West,Andrei Bulankou,Fr.,,,,USA,"Seattle, Washington",,,https://goairforcefalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 27%,2029,Defender
Air Force,Mountain West,Boris-Scott Njante,Fr.,,,,USA,"Mesa, AZ",,,https://goairforcefalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 27%,2029,Forward
Air Force,Mountain West,Steve Rasizzi,Jr.,,,,USA,"Queens, NY",,,https://goairforcefalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 27%,2027,Forward
Akron,MAC,Lincoln McCarty,Fr.,,,,USA,"Cave Creek, Ariz.",,,https://gozips.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 42%,2029,Goalkeeper
Akron,MAC,Mitch Budler,R-Jr.,,,,USA,"Lincoln, Neb.",,,https://gozips.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 42%,2027,Goalkeeper
Akron,MAC,Josh Hardin,So.,,,,USA,"Maple Valley, Wash.",,,https://gozips.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 42%,2028,Defender
Akron,MAC,Daragh Reilly,Jr.,,,,International,"Meath, Ireland",Ireland,,https://gozips.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 42%,2027,Defender
Akron,MAC,Jonas Buechte,Sr.,,,,International,"Rantingen, Germany",Germany,,https://gozips.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 42%,2026,Defender
Akron,MAC,Malik Henry,Sr.,,,,International,"Hamilton, Ontario",Canada,,https://gozips.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 42%,2026,Midfielder
Akron,MAC,Nicholas Beier,Fr.,,,,International,"Dietzenbach, Germany",Germany,,https://gozips.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 42%,2029,Midfielder
Akron,MAC,Connor Filsinger,Fr.,,,,International,"Frankfurt, Germany",Germany,,https://gozips.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 42%,2029,Midfielder
Akron,MAC,Beto Ydrach,R-Sr.,,,,USA,"Orlando, Fla.",,,https://gozips.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 42%,2026,Midfielder
Akron,MAC,Emil Jaaskelainen,R-Sr.,,,,International,"Bolton, England",United Kingdom,,https://gozips.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 42%,2026,Forward
Akron,MAC,Wan Kuzri Wan Kamal,Sr.,,,,USA,"Carbondale, Ill.",,,https://gozips.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 42%,2026,Midfielder
Akron,MAC,James Buebendorf,Fr.,,,,USA,"O'Fallon, Mo.",,,https://gozips.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 42%,2029,Defender
Akron,MAC,Caleb Borneo,R-Fr.,,,,USA,"Morgantown, W.Va.",,,https://gozips.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 42%,2029,Midfielder
Akron,MAC,Remi Agunbiade,Fr.,,,,International,"Toronto, Ontario",Canada,,https://gozips.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 42%,2029,Forward
Akron,MAC,Kamden Held,Fr.,,,,USA,"Naperville, Ill.",,,https://gozips.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 42%,2029,Midfielder
Akron,MAC,Joshua Bartels,Fr.,,,,USA,"Stafford, Va.",,,https://gozips.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 42%,2029,Midfielder
Akron,MAC,Nathan Ferguson,R-Fr.,,,,USA,"Glen Carbon, Ill.",,,https://gozips.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 42%,2029,Forward
Akron,MAC,Stefan Dobrijevic,Jr.,,,,USA,"Uniontown, Ohio",,,https://gozips.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 42%,2027,Forward
Akron,MAC,Dyson Clapier,R-Sr.,,,,USA,"Layton, Utah",,,https://gozips.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 42%,2026,Midfielder
Akron,MAC,Daniel Firek,So.,,,,International,"Mississauga, Ontario",Canada,,https://gozips.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 42%,2028,Midfielder
Akron,MAC,Maximus Barboto,Jr.,,,,USA,"Wayne, N.J.",,,https://gozips.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 42%,2027,Midfielder
Akron,MAC,Matt Dreas,So.,,,,USA,"Covington, Ky.",,,https://gozips.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 42%,2028,Midfielder
Akron,MAC,Jack Roman,Fr.,,,,USA,"Canfield, Ohio",,,https://gozips.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 42%,2029,Midfielder
Akron,MAC,Thomas O’Rourke,Fr.,,,,USA,"East Patchogue, N.Y.",,,https://gozips.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 42%,2029,Midfielder
Akron,MAC,Victor Gaulmin,R-Sr.,,,,International,"Guipavas, France",France,,https://gozips.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 42%,2026,Midfielder
Akron,MAC,Simon Guardiero,Fr.,,,,International,"Guelph, Ontario",Canada,,https://gozips.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 42%,2029,Defender
Akron,MAC,Ashton Kamdem,Jr.,,,,USA,"West Chester, Ohio",,,https://gozips.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 42%,2027,Defender
Akron,MAC,Ryan Kopay,R-Fr.,,,,USA,"Pittsburgh, Pa.",,,https://gozips.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 42%,2029,Midfielder
Akron,MAC,Aaron Meono,Fr.,,,,USA,"Redondo Beach, Calif.",,,https://gozips.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 42%,2029,Goalkeeper
Akron,MAC,Brett Kaminski,Fr.,,,,USA,"Cooper City, Fla.",,,https://gozips.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 42%,2029,Goalkeeper
Albany,America East,Daniel Shannon,Sr.,,,,USA,"New York, N.Y.",,,https://ualbanysports.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2026,Goalkeeper
Albany,America East,Kodai Tsuzuki,Jr.,,,,International,"Takahama, Japan",Japan,,https://ualbanysports.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2027,Goalkeeper
Albany,America East,Max Kwitchoff,Gr.,,,,USA,"Tonawanda, N.Y.",,,https://ualbanysports.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2025,Midfielder
Albany,America East,Ethan Cook,So.,,,,USA,"Ballston Spa, N.Y.",,,https://ualbanysports.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2028,Defender
Albany,America East,Lucas Watt,Sr.,,,,International,"Kuujjuaq, Québec, Canada",Canada,,https://ualbanysports.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2026,Defender
Albany,America East,Santiago Frias,Sr.,,,,International,"Markdale, Ontario, Canada",Canada,,https://ualbanysports.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2026,Defender
Albany,America East,Elias Ehlin,Gr.,,,,International,"Kalmar, Sweden",Sweden,,https://ualbanysports.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2025,Midfielder
Albany,America East,Ivar Gissurarson,So.,,,,International,"Reykjavik, Iceland",Iceland,,https://ualbanysports.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2028,Midfielder
Albany,America East,Caleb Vallance,Jr.,,,,International,"Vancouver, British Columbia, Canada",Canada,,https://ualbanysports.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2027,Midfielder
Albany,America East,Ander Castillo,Sr.,,,,International,"Bilbao, Spain",Spain,,https://ualbanysports.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2026,Forward
Albany,America East,Mamadi Jiana,Sr.,,,,USA,"Westfield, Mass.",,,https://ualbanysports.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2026,Forward
Albany,America East,Saad Faiz,Sr.,,,,International,"Casablanca, Morocco",Morocco,,https://ualbanysports.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2026,Forward
Albany,America East,Chris Lee,Sr.,,,,International,"Toronto, Ontario, Canada",Canada,,https://ualbanysports.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2026,Midfielder
Albany,America East,Marcos Villanueva,Fr.,,,,USA,"San Juan, Puerto Rico",,,https://ualbanysports.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2029,Midfielder
Albany,America East,Jordan Shullenberger,Fr.,,,,USA,"Waterbury, Vt.",,,https://ualbanysports.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2029,Midfielder
Albany,America East,Ben Kaplan,Sr.,,,,International,"Richmond Hill, Ontario, Canada",Canada,,https://ualbanysports.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2026,Defender
Albany,America East,Nassim Nouajaa,So.,,,,International,"Quebec, Canada",Canada,,https://ualbanysports.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2028,Defender
Albany,America East,Edis Alic,So.,,,,International,"Vaxjo, Sweden",Sweden,,https://ualbanysports.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2028,Defender
Albany,America East,Mohamed Soumah,Sr.,,,,USA,"New Paltz, N.Y.",,,https://ualbanysports.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2026,Forward
Albany,America East,Timo Jansen,Jr.,,,,International,"Amsterdam, Netherlands",Netherlands,,https://ualbanysports.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2027,Midfielder
Albany,America East,Brennan McDermott,Fr.,,,,USA,"Rochester, N.Y.",,,https://ualbanysports.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2029,Midfielder
Albany,America East,Pedro Lucas,So.,,,,International,"Sao Paulo, Brazil",Brazil,,https://ualbanysports.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2028,Forward
Albany,America East,Christos Efstathiou,So.,,,,International,"Limassol, Cyprus",Cyprus,,https://ualbanysports.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2028,Defender
Albany,America East,Breckin Fett,Fr.,,,,USA,"Anchorage, Alaska",,,https://ualbanysports.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2029,Midfielder
Albany,America East,Riley Liston,Jr.,,,,USA,"Salt Lake City, Utah",,,https://ualbanysports.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2027,Defender
Albany,America East,Zach Lind,So.,,,,USA,"Niskayuna, N.Y.",,,https://ualbanysports.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2028,Forward
Albany,America East,Lovro Horvat,Sr.,,,,International,"Bjelovar, Croatia",Croatia,,https://ualbanysports.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2026,Defender
Albany,America East,Luca Grilla,Fr.,,,,USA,"Orlando, Fla.",,,https://ualbanysports.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2029,Defender
Albany,America East,Kenan Kanic,Jr.,,,,USA,"Glenmont, N.Y.",,,https://ualbanysports.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2027,Midfielder
Albany,America East,Parker Kump,Sr.,,,,USA,"Fairport, N.Y.",,,https://ualbanysports.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 37%,2026,Goalkeeper
American,Patriot League,Juan Carlos Alvarez,So.,,,,USA,"McAllen, Texas",,,https://aueagles.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2028,Goalkeeper
American,Patriot League,Dominic Dominguez,Sr.,,,,USA,"Jacksonville, Fla.",,,https://aueagles.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2026,Goalkeeper
American,Patriot League,Jonah Fogel,Jr.,,,,USA,"Brooklyn, N.Y.",,,https://aueagles.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2027,Defender
American,Patriot League,Rex-Emmanuel Cobbina,Fr.,,,,International,"Toronto, Ontario",Canada,,https://aueagles.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2029,Defender
American,Patriot League,Cooper Nunn,Gr.,,,,International,"Adelaide, Australia",Australia,,https://aueagles.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2025,Defender
American,Patriot League,Nicholas Shirley,Sr.,,,,USA,"Germantown, Md.",,,https://aueagles.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2026,Defender
American,Patriot League,Taku Takahashi,Sr.,,,,International,"Miyagi, Japan",Japan,,https://aueagles.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2026,Defender
American,Patriot League,Miles Lam,Sr.,,,,USA,"Linthicum, Md.",,,https://aueagles.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2026,Midfielder
American,Patriot League,Tim Schliemann,Jr.,,,,International,"Berlin, Germany",Germany,,https://aueagles.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2027,Midfielder
American,Patriot League,Sam Hershey,Sr.,,,,USA,"Lancaster, Pa.",,,https://aueagles.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2026,Forward
American,Patriot League,Dilane Zouantcha,Sr.,,,,International,"Yaounde, Cameroon",Cameroon,,https://aueagles.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2026,Forward
American,Patriot League,Zemi Rodriguez,Sr.,,,,USA,"Goshen, N.Y.",,,https://aueagles.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2026,Midfielder
American,Patriot League,Moad Ezzahir,Fr.,,,,USA,"Springfield, Va.",,,https://aueagles.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2029,Midfielder
American,Patriot League,Ian Webb-Johnson,So.,,,,USA,"Westwood, Mass.",,,https://aueagles.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2028,Defender
American,Patriot League,Kobe Keomany,Fr.,,,,USA,"White Marsh, Md.",,,https://aueagles.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2029,Midfielder
American,Patriot League,Sebastian Garces,Jr.,,,,USA,"Bethlehem, Pa.",,,https://aueagles.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2027,Midfielder
American,Patriot League,Reyes Parra,So.,,,,USA,"Round Lake, Ill.",,,https://aueagles.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2028,Midfielder
American,Patriot League,Leo Palomo,Sr.,,,,USA,"Boyds, Md.",,,https://aueagles.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2026,Midfielder
American,Patriot League,Colin O'Brien,Fr.,,,,USA,"Hoboken, N.J.",,,https://aueagles.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2029,Forward
American,Patriot League,Mustapha Sowe,Sr.,,,,USA,"East Newark, N.J.",,,https://aueagles.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2026,Forward
American,Patriot League,Jared Weber,So.,,,,USA,"Falls Church, Va.",,,https://aueagles.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2028,Midfielder
American,Patriot League,Toshi Davis,Jr.,,,,USA,"Baltimore, Md.",,,https://aueagles.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2027,Midfielder
American,Patriot League,Ethan Boyle,Gr.,,,,USA,"Denver, Colo.",,,https://aueagles.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2025,Midfielder
American,Patriot League,Owen Edsell,So.,,,,USA,"Montclair, N.J.",,,https://aueagles.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2028,Defender
American,Patriot League,Chris Sullivan,Fr.,,,,USA,"Southampton, N.Y.",,,https://aueagles.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2029,Midfielder
American,Patriot League,Oliver Snowdon,Fr.,,,,USA,"Lorton, Va.",,,https://aueagles.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2029,Midfielder
American,Patriot League,Javi Gonzalez,Fr.,,,,USA,"Woodside, N.Y.",,,https://aueagles.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2029,Midfielder
American,Patriot League,Patryk Rojek,Fr.,,,,USA,"Chicago, Ill.",,,https://aueagles.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2029,Forward
American,Patriot League,Troy Elgersma,Jr.,,,,USA,"Redlands, Calif.",,,https://aueagles.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2027,Midfielder
American,Patriot League,Matthew Tibbetts,Jr.,,,,USA,"Westborough, Mass.",,,https://aueagles.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2027,Goalkeeper
Army West Point,Patriot League,Aiden Rice,Sr.,,,,USA,"Powder Springs, Ga.",,,https://goarmywestpoint.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 68%,2026,Goalkeeper
Army West Point,Patriot League,Blair Camargo,Fr.,,,,USA,"McKinney, Texas",,,https://goarmywestpoint.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 68%,2029,Goalkeeper
Army West Point,Patriot League,Michael Guiry,Fr.,,,,USA,"Jacksonville, Fla.",,,https://goarmywestpoint.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 68%,2029,Goalkeeper
Army West Point,Patriot League,Kasem Minzey,Fr.,,,,USA,"Granger, Ind.",,,https://goarmywestpoint.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 68%,2029,Defender
Army West Point,Patriot League,Owen Ennis,So.,,,,USA,"North Kingstown, R.I.",,,https://goarmywestpoint.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 68%,2028,Defender
Army West Point,Patriot League,Eric Lusskin,Jr.,,,,USA,"Long Valley, N.J.",,,https://goarmywestpoint.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 68%,2027,Midfielder
Army West Point,Patriot League,Kelly Cooper,So.,,,,USA,"Atlanta, Ga.",,,https://goarmywestpoint.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 68%,2028,Defender
Army West Point,Patriot League,Colin McCarthy,So.,,,,USA,"Crofton, Md.",,,https://goarmywestpoint.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 68%,2028,Midfielder
Army West Point,Patriot League,Riley Cullum,So.,,,,USA,"Brooksville, Fla.",,,https://goarmywestpoint.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 68%,2028,Midfielder
Army West Point,Patriot League,Reef McGee,So.,,,,USA,"Jacksonville, Fla.",,,https://goarmywestpoint.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 68%,2028,Midfielder
Army West Point,Patriot League,Jack Drabenstott,Jr.,,,,USA,"Centerville, Ohio",,,https://goarmywestpoint.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 68%,2027,Forward
Army West Point,Patriot League,Jubril Bamgbala,So.,,,,USA,"North Providence, R.I.",,,https://goarmywestpoint.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 68%,2028,Forward
Army West Point,Patriot League,Gage Lyons,So.,,,,USA,"Washington, D.C.",,,https://goarmywestpoint.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 68%,2028,Forward
Army West Point,Patriot League,Skyler Smith,Jr.,,,,USA,"Lake Forest, Calif.",,,https://goarmywestpoint.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 68%,2027,Defender
Army West Point,Patriot League,Owen Mejia,So.,,,,USA,"Noblesville, Ind.",,,https://goarmywestpoint.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 68%,2028,Defender
Army West Point,Patriot League,Jacob Lee,Jr.,,,,USA,"Fort Lee, N.J.",,,https://goarmywestpoint.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 68%,2027,Forward
