School,Conference,Player Name,Class/Year,Total Minutes Played,Games Played,Games Started,Nationality,Hometown,Country,Source Stats URL,Source Roster URL,Data Confidence,Notes,Estimated Graduation,Position
Virginia,ACC,Austin Rome,Redshirt Senior,,,,USA,"Bowie, Md.",,,https://web.archive.org/web/20241007182255id_/https://virginiasports.com/sports/msoc/roster,Medium,Wayback snapshot 20241007182255 of https://virginiasports.com/sports/msoc/roster (site no longer serves 2024); 2025 name overlap 40%,2026,Defender
Virginia,ACC,Umberto Pelà,Junior,,,,International,"Milan, Italy",Italy,,https://web.archive.org/web/20241007182255id_/https://virginiasports.com/sports/msoc/roster,Medium,Wayback snapshot 20241007182255 of https://virginiasports.com/sports/msoc/roster (site no longer serves 2024); 2025 name overlap 40%,2027,Midfielder
Virginia,ACC,Hayes Wood,Graduate Student,,,,USA,"Chattanooga, Tenn.",,,https://web.archive.org/web/20241007182255id_/https://virginiasports.com/sports/msoc/roster,Medium,Wayback snapshot 20241007182255 of https://virginiasports.com/sports/msoc/roster (site no longer serves 2024); 2025 name overlap 40%,2025,Forward
Virginia,ACC,Brendan Lambe,Sophomore,,,,USA,"Apex, N.C.",,,https://web.archive.org/web/20241007182255id_/https://virginiasports.com/sports/msoc/roster,Medium,Wayback snapshot 20241007182255 of https://virginiasports.com/sports/msoc/roster (site no longer serves 2024); 2025 name overlap 40%,2028,Midfielder
Virginia,ACC,AJ Smith,Sophomore,,,,International,"Høje Taastup, Denmark",Denmark,,https://web.archive.org/web/20241007182255id_/https://virginiasports.com/sports/msoc/roster,Medium,Wayback snapshot 20241007182255 of https://virginiasports.com/sports/msoc/roster (site no longer serves 2024); 2025 name overlap 40%,2028,Forward
Virginia,ACC,Daniel Mangarov,Fifth Year,,,,USA,"Duluth, Ga.",,,https://web.archive.org/web/20241007182255id_/https://virginiasports.com/sports/msoc/roster,Medium,Wayback snapshot 20241007182255 of https://virginiasports.com/sports/msoc/roster (site no longer serves 2024); 2025 name overlap 40%,2025,Midfielder
Virginia,ACC,Joaquín Brizuela,Freshman,,,,International,"Mendoza, Argentina",Argentina,,https://web.archive.org/web/20241007182255id_/https://virginiasports.com/sports/msoc/roster,Medium,Wayback snapshot 20241007182255 of https://virginiasports.com/sports/msoc/roster (site no longer serves 2024); 2025 name overlap 40%,2029,Forward
Virginia,ACC,Albin Gashi,Junior,,,,International,"Vargarda, Sweden",Sweden,,https://web.archive.org/web/20241007182255id_/https://virginiasports.com/sports/msoc/roster,Medium,Wayback snapshot 20241007182255 of https://virginiasports.com/sports/msoc/roster (site no longer serves 2024); 2025 name overlap 40%,2027,Midfielder
Virginia,ACC,Cesar Cordova,Sophomore,,,,USA,"Houston, Texas",,,https://web.archive.org/web/20241007182255id_/https://virginiasports.com/sports/msoc/roster,Medium,Wayback snapshot 20241007182255 of https://virginiasports.com/sports/msoc/roster (site no longer serves 2024); 2025 name overlap 40%,2028,Forward
Virginia,ACC,Triton Beauvois,Junior,,,,USA,"Boston, Mass.",,,https://web.archive.org/web/20241007182255id_/https://virginiasports.com/sports/msoc/roster,Medium,Wayback snapshot 20241007182255 of https://virginiasports.com/sports/msoc/roster (site no longer serves 2024); 2025 name overlap 40%,2027,Forward
Virginia,ACC,Willem Ebbinge,Graduate Student,,,,International,"Queenstown, New Zealand",New Zealand,,https://web.archive.org/web/20241007182255id_/https://virginiasports.com/sports/msoc/roster,Medium,Wayback snapshot 20241007182255 of https://virginiasports.com/sports/msoc/roster (site no longer serves 2024); 2025 name overlap 40%,2025,Forward
Virginia,ACC,Victor Akoum,Sophomore,,,,International,"Edmonton, Canada",Canada,,https://web.archive.org/web/20241007182255id_/https://virginiasports.com/sports/msoc/roster,Medium,Wayback snapshot 20241007182255 of https://virginiasports.com/sports/msoc/roster (site no longer serves 2024); 2025 name overlap 40%,2028,Defender
Virginia,ACC,Kome Ubogu,Senior,,,,USA,"Hoover, Ala.",,,https://web.archive.org/web/20241007182255id_/https://virginiasports.com/sports/msoc/roster,Medium,Wayback snapshot 20241007182255 of https://virginiasports.com/sports/msoc/roster (site no longer serves 2024); 2025 name overlap 40%,2026,Forward
Virginia,ACC,Reese Miller,Junior,,,,USA,"Houston, Texas",,,https://web.archive.org/web/20241007182255id_/https://virginiasports.com/sports/msoc/roster,Medium,Wayback snapshot 20241007182255 of https://virginiasports.com/sports/msoc/roster (site no longer serves 2024); 2025 name overlap 40%,2027,Defender
Virginia,ACC,Ignacio Alem,Sophomore,,,,USA,"Potomac, Md.",,,https://web.archive.org/web/20241007182255id_/https://virginiasports.com/sports/msoc/roster,Medium,Wayback snapshot 20241007182255 of https://virginiasports.com/sports/msoc/roster (site no longer serves 2024); 2025 name overlap 40%,2028,Forward
Virginia,ACC,Luc Mikula,Senior,,,,USA,"State College, Pa.",,,https://web.archive.org/web/20241007182255id_/https://virginiasports.com/sports/msoc/roster,Medium,Wayback snapshot 20241007182255 of https://virginiasports.com/sports/msoc/roster (site no longer serves 2024); 2025 name overlap 40%,2026,Defender
Virginia,ACC,Drew Serafino,Junior,,,,USA,"East Longmeadow, Mass.",,,https://web.archive.org/web/20241007182255id_/https://virginiasports.com/sports/msoc/roster,Medium,Wayback snapshot 20241007182255 of https://virginiasports.com/sports/msoc/roster (site no longer serves 2024); 2025 name overlap 40%,2027,Forward
Virginia,ACC,David Okorie,Junior,,,,USA,"Alexandria, Va.",,,https://web.archive.org/web/20241007182255id_/https://virginiasports.com/sports/msoc/roster,Medium,Wayback snapshot 20241007182255 of https://virginiasports.com/sports/msoc/roster (site no longer serves 2024); 2025 name overlap 40%,2027,Forward
Virginia,ACC,Garrett Socas,Graduate Student,,,,USA,"McLean, Va.",,,https://web.archive.org/web/20241007182255id_/https://virginiasports.com/sports/msoc/roster,Medium,Wayback snapshot 20241007182255 of https://virginiasports.com/sports/msoc/roster (site no longer serves 2024); 2025 name overlap 40%,2025,Midfielder
Virginia,ACC,Donovan Maryat,Sophomore,,,,USA,"Brooklyn, N.Y.",,,https://web.archive.org/web/20241007182255id_/https://virginiasports.com/sports/msoc/roster,Medium,Wayback snapshot 20241007182255 of https://virginiasports.com/sports/msoc/roster (site no longer serves 2024); 2025 name overlap 40%,2028,Defender
Virginia,ACC,Amari Salley,Junior,,,,USA,"Harrisburg, NC",,,https://web.archive.org/web/20241007182255id_/https://virginiasports.com/sports/msoc/roster,Medium,Wayback snapshot 20241007182255 of https://virginiasports.com/sports/msoc/roster (site no longer serves 2024); 2025 name overlap 40%,2027,Midfielder
Virginia,ACC,Cameron Yriondo,Sophomore,,,,USA,"Sammamish, Wash.",,,https://web.archive.org/web/20241007182255id_/https://virginiasports.com/sports/msoc/roster,Medium,Wayback snapshot 20241007182255 of https://virginiasports.com/sports/msoc/roster (site no longer serves 2024); 2025 name overlap 40%,2028,Midfielder
Virginia,ACC,Matthew Thissell,Sophomore,,,,USA,"Ashburn, Va.",,,https://web.archive.org/web/20241007182255id_/https://virginiasports.com/sports/msoc/roster,Medium,Wayback snapshot 20241007182255 of https://virginiasports.com/sports/msoc/roster (site no longer serves 2024); 2025 name overlap 40%,2028,
Virginia,ACC,Yassine Rhoumar,Junior,,,,USA,"Alexandria, Va.",,,https://web.archive.org/web/20241007182255id_/https://virginiasports.com/sports/msoc/roster,Medium,Wayback snapshot 20241007182255 of https://virginiasports.com/sports/msoc/roster (site no longer serves 2024); 2025 name overlap 40%,2027,Defender
Virginia,ACC,Colin Gallagher,Junior,,,,USA,"Safety Harbor, Fla.",,,https://web.archive.org/web/20241007182255id_/https://virginiasports.com/sports/msoc/roster,Medium,Wayback snapshot 20241007182255 of https://virginiasports.com/sports/msoc/roster (site no longer serves 2024); 2025 name overlap 40%,2027,Goalkeeper
Virginia,ACC,Luke Burns,Freshman,,,,USA,"Scottsdale, Ariz.",,,https://web.archive.org/web/20241007182255id_/https://virginiasports.com/sports/msoc/roster,Medium,Wayback snapshot 20241007182255 of https://virginiasports.com/sports/msoc/roster (site no longer serves 2024); 2025 name overlap 40%,2029,Midfielder
Virginia,ACC,Parker Sloan,Junior,,,,USA,"Cartersville, Va.",,,https://web.archive.org/web/20241007182255id_/https://virginiasports.com/sports/msoc/roster,Medium,Wayback snapshot 20241007182255 of https://virginiasports.com/sports/msoc/roster (site no longer serves 2024); 2025 name overlap 40%,2027,Defender
Virginia,ACC,Grant Howard,Junior,,,,USA,"Atlanta, Ga.",,,https://web.archive.org/web/20241007182255id_/https://virginiasports.com/sports/msoc/roster,Medium,Wayback snapshot 20241007182255 of https://virginiasports.com/sports/msoc/roster (site no longer serves 2024); 2025 name overlap 40%,2027,Defender
Virginia,ACC,Miguel Kobby Adoboe,Junior,,,,USA,"Sachse, Tx.",,,https://web.archive.org/web/20241007182255id_/https://virginiasports.com/sports/msoc/roster,Medium,Wayback snapshot 20241007182255 of https://virginiasports.com/sports/msoc/roster (site no longer serves 2024); 2025 name overlap 40%,2027,Midfielder
Virginia,ACC,Michael Howard,Freshman,,,,USA,"Apex, N.C.",,,https://web.archive.org/web/20241007182255id_/https://virginiasports.com/sports/msoc/roster,Medium,Wayback snapshot 20241007182255 of https://virginiasports.com/sports/msoc/roster (site no longer serves 2024); 2025 name overlap 40%,2029,Forward
Virginia,ACC,Anthony Faupel,Freshman,,,,USA,"St. Louis, Mo.",,,https://web.archive.org/web/20241007182255id_/https://virginiasports.com/sports/msoc/roster,Medium,Wayback snapshot 20241007182255 of https://virginiasports.com/sports/msoc/roster (site no longer serves 2024); 2025 name overlap 40%,2029,Forward
Virginia,ACC,Alex Parvu,Freshman,,,,USA,"Cumberland, R.I.",,,https://web.archive.org/web/20241007182255id_/https://virginiasports.com/sports/msoc/roster,Medium,Wayback snapshot 20241007182255 of https://virginiasports.com/sports/msoc/roster (site no longer serves 2024); 2025 name overlap 40%,2029,Defender
Virginia,ACC,Baka Kante,Freshman,,,,USA,"Overland Park, Kan.",,,https://web.archive.org/web/20241007182255id_/https://virginiasports.com/sports/msoc/roster,Medium,Wayback snapshot 20241007182255 of https://virginiasports.com/sports/msoc/roster (site no longer serves 2024); 2025 name overlap 40%,2029,Midfielder
Virginia,ACC,Jed Akwaboah,Freshman,,,,USA,"Short Hills, N.J.",,,https://web.archive.org/web/20241007182255id_/https://virginiasports.com/sports/msoc/roster,Medium,Wayback snapshot 20241007182255 of https://virginiasports.com/sports/msoc/roster (site no longer serves 2024); 2025 name overlap 40%,2029,Defender
Virginia,ACC,Matthew Hunter,Senior,,,,USA,"Midlothian, Va.",,,https://web.archive.org/web/20241007182255id_/https://virginiasports.com/sports/msoc/roster,Medium,Wayback snapshot 20241007182255 of https://virginiasports.com/sports/msoc/roster (site no longer serves 2024); 2025 name overlap 40%,2026,Defender
Virginia,ACC,Spencer Sanderson,Freshman,,,,USA,"Austin, Texas",,,https://web.archive.org/web/20241007182255id_/https://virginiasports.com/sports/msoc/roster,Medium,Wayback snapshot 20241007182255 of https://virginiasports.com/sports/msoc/roster (site no longer serves 2024); 2025 name overlap 40%,2029,Goalkeeper
Virginia Tech,ACC,Jake Jacobi,Freshman,,,,USA,"Weston, Vt.",,,https://hokiesports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 32%,2029,Goalkeeper
Virginia Tech,ACC,Mark Hyan,Freshman,,,,USA,"Los Angeles, Calif.",,,https://hokiesports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 32%,2029,Goalkeeper
Virginia Tech,ACC,Olafur Floki Stephensen,Freshman,,,,International,"Garðabaer, Iceland",Iceland,,https://hokiesports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 32%,2029,Defender
Virginia Tech,ACC,Trey Gardiner,Senior,,,,USA,"Richmond, Va.",,,https://hokiesports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 32%,2026,Defender
Virginia Tech,ACC,Evan Schroeder,Junior,,,,USA,"Atlanta, Ga.",,,https://hokiesports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 32%,2027,Defender
Virginia Tech,ACC,Tino Vasquez,Freshman,,,,USA,"Barrington, Ill.",,,https://hokiesports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 32%,2029,Midfielder
Virginia Tech,ACC,Declan Quill,Senior,,,,USA,"Falls Church, Va.",,,https://hokiesports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 32%,2026,Forward
Virginia Tech,ACC,Samy Kolby,Junior,,,,USA,"Charlotte, N.C.",,,https://hokiesports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 32%,2027,Midfielder
Virginia Tech,ACC,Alex Perez,Freshman,,,,USA,"Las Vegas, Nev.",,,https://hokiesports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 32%,2029,Midfielder
Virginia Tech,ACC,Marcos Escoe,Sophomore,,,,International,"Heredia, Costa Rica",Costa Rica,,https://hokiesports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 32%,2028,Forward
Virginia Tech,ACC,Oliver Roche,Sophomore,,,,International,"Odense, Denmark",Denmark,,https://hokiesports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 32%,2028,Forward
Virginia Tech,ACC,CJ Coppola,Junior,,,,USA,"Des Moines, Iowa",,,https://hokiesports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 32%,2027,Forward
Virginia Tech,ACC,Nick Laffey,Sophomore,,,,USA,"Germantown, Md.",,,https://hokiesports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 32%,2028,Forward
Virginia Tech,ACC,Andy Sullins,Junior,,,,USA,"Athens, Tenn.",,,https://hokiesports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 32%,2027,Forward
Virginia Tech,ACC,Mathias Yohannes,Junior,,,,USA,"South Riding, Va.",,,https://hokiesports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 32%,2027,Midfielder
Virginia Tech,ACC,Ethan Hackenberg,Senior,,,,USA,"Pittsburgh, Pa.",,,https://hokiesports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 32%,2026,Forward
Virginia Tech,ACC,Willie Cardona,Senior,,,,USA,"Fort Mill, S.C.",,,https://hokiesports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 32%,2026,Defender
Virginia Tech,ACC,Malick Thiaw,Junior,,,,International,"Marseille, France",France,,https://hokiesports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 32%,2027,Forward
Virginia Tech,ACC,Noe Uwimana,Sophomore,,,,USA,"Austin, Texas",,,https://hokiesports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 32%,2028,Defender
Virginia Tech,ACC,Yonis Kireh,Sophomore,,,,International,"Marseille , France",France,,https://hokiesports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 32%,2028,Midfielder
Virginia Tech,ACC,Sergios Feneridis,Sophomore,,,,International,"Nicosia, Cyprus",Cyprus,,https://hokiesports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 32%,2028,Defender
Virginia Tech,ACC,Ian Marcano,Freshman,,,,USA,"Gaithersburg, Md.",,,https://hokiesports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 32%,2029,Midfielder
Virginia Tech,ACC,Cooper Wenzel,Senior,,,,USA,"Fresno, Calif.",,,https://hokiesports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 32%,2026,Goalkeeper
Virginia Tech,ACC,Harry Neill,Sophomore,,,,USA,"Montclair, N.J.",,,https://hokiesports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 32%,2028,Defender
Virginia Tech,ACC,Timi Adams,Senior,,,,USA,"Atlanta, Ga.",,,https://hokiesports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 32%,2026,Goalkeeper
Virginia Tech,ACC,Carter Hensley,Senior,,,,USA,"Charlotte, N.C.",,,https://hokiesports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 32%,2026,Midfielder
Virginia Tech,ACC,Harrison Krieg,Junior,,,,USA,"Irvington, N.Y.",,,https://hokiesports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 32%,2027,Midfielder
Virginia Tech,ACC,Zach Glesius,Junior,,,,USA,"Avon Lake, Ohio",,,https://hokiesports.com/sports/mens-soccer/roster/season/2024?view=table,High,browser-rendered read of official 2024 roster; 2025 name overlap 32%,2027,Goalkeeper
Wake Forest,ACC,Jonah Mednard,R-Fr.,,,,USA,"Congers, N.Y.",,,https://godeacs.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 51%,2029,Goalkeeper
Wake Forest,ACC,Trace Alphin,Sr.,,,,USA,"Raleigh, N.C.",,,https://godeacs.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 51%,2026,Goalkeeper
Wake Forest,ACC,Bo Cummins,Sr.,,,,USA,"Port Huron, Mich.",,,https://godeacs.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 51%,2026,Defender
Wake Forest,ACC,Travis Smith Jr.,So.,,,,USA,"Louisville, Ky.",,,https://godeacs.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 51%,2028,Defender
Wake Forest,ACC,Amoni Thomas,Fr.,,,,International,"Edmonton, Canada",Canada,,https://godeacs.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 51%,2029,Defender
Wake Forest,ACC,Daniel Krueger,Fr.,,,,USA,"Philadelphia, Pa.",,,https://godeacs.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 51%,2029,Defender
Wake Forest,ACC,Liam O'Gara,So.,,,,USA,"Winston-Salem, N.C.",,,https://godeacs.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 51%,2028,Midfielder
Wake Forest,ACC,Nico Rabiu,R-So.,,,,USA,"Schenectady, N.Y.",,,https://godeacs.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 51%,2028,Midfielder
Wake Forest,ACC,Dylan Borso,Fr.,,,,USA,"Chicago, Ill.",,,https://godeacs.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 51%,2029,Midfielder
Wake Forest,ACC,Pariss Mitchell,Fr.,,,,International,"Ajax, Canada",Canada,,https://godeacs.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 51%,2029,Forward
Wake Forest,ACC,Babacar Niang,Sr.,,,,International,"Dakar, Senegal",Senegal,,https://godeacs.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 51%,2026,Midfielder
Wake Forest,ACC,Sidney Paris,Gr.,,,,International,"Oakville, Ontario",Canada,,https://godeacs.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 51%,2025,Defender
Wake Forest,ACC,Jose Perez,So.,,,,USA,"Antioch, Ill.",,,https://godeacs.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 51%,2028,Midfielder
Wake Forest,ACC,Jeffrey White,So.,,,,USA,"Tampa, Fla.",,,https://godeacs.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 51%,2028,Midfielder
Wake Forest,ACC,Ryan Belal,Fr.,,,,USA,"Baltimore, Md.",,,https://godeacs.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 51%,2029,Forward
Wake Forest,ACC,Jojo Davila,Fr.,,,,USA,"Valrico, Fla.",,,https://godeacs.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 51%,2029,Defender
Wake Forest,ACC,Joel Torbic,Fr.,,,,USA,"State College, Pa.",,,https://godeacs.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 51%,2029,Midfielder
Wake Forest,ACC,Pierce Bateson,So.,,,,USA,"Madison, N.J.",,,https://godeacs.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 51%,2028,Midfielder
Wake Forest,ACC,Cooper Flax,Jr.,,,,USA,"Dix Hills, N.Y.",,,https://godeacs.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 51%,2027,Midfielder
Wake Forest,ACC,Cristian Escribano,Gr.,,,,USA,"Frisco, Texas",,,https://godeacs.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 51%,2025,Defender
Wake Forest,ACC,Ryan Fessler,Sr.,,,,USA,"Charlotte, N.C.",,,https://godeacs.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 51%,2026,Midfielder
Wake Forest,ACC,Julian Kennedy,Sr.,,,,USA,"Orlando, Fla.",,,https://godeacs.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 51%,2026,Forward
Wake Forest,ACC,Basit Umar,Jr.,,,,International,"Kumasi, Ghana",Ghana,,https://godeacs.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 51%,2027,Midfielder
Wake Forest,ACC,Vlad Walent,Jr.,,,,USA,"Lafayette, Colo.",,,https://godeacs.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 51%,2027,Midfielder
Wake Forest,ACC,Mason Sullivan,Fr.,,,,USA,"West Roxbury, Mass.",,,https://godeacs.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 51%,2029,Defender
Wake Forest,ACC,Will Jackson,Fr.,,,,USA,"Homewood, Ala.",,,https://godeacs.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 51%,2029,Defender
Wake Forest,ACC,Colin Thomas,Gr.,,,,USA,"Canton, Ga.",,,https://godeacs.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 51%,2025,Midfielder
Wake Forest,ACC,Prince Amponsah,Gr.,,,,USA,"Bronx, N.Y.",,,https://godeacs.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 51%,2025,Defender
Wake Forest,ACC,Nicolas Mancilla,Sr.,,,,International,"Osorno, Chile",Chile,,https://godeacs.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 51%,2026,Defender
Wake Forest,ACC,Owen Barnett,Fr.,,,,USA,"Athens, Ga.",,,https://godeacs.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 51%,2029,Goalkeeper
Washington,Big Ten,Levi Bieber,R-Fr.,,,,USA,"Tacoma, Wash.",,,https://gohuskies.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 54%,2029,Goalkeeper
Washington,Big Ten,Jadon Bowton,Sr.,,,,USA,"Spokane, Wash.",,,https://gohuskies.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 54%,2026,Goalkeeper
Washington,Big Ten,Philip Kleemann,3rd,,,,USA,"Newbury Park, Calif.",,,https://gohuskies.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 54%,2027,Defender
Washington,Big Ten,Caden Buckley,Sr.,,,,USA,"Las Vegas, Nev.",,,https://gohuskies.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 54%,2026,Defender
Washington,Big Ten,Egor Akulov,3rd,,,,USA,"Redmond, Wash.",,,https://gohuskies.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 54%,2027,Defender
Washington,Big Ten,Jack Maguire,Sr.,,,,USA,"Sacramento, Calif.",,,https://gohuskies.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 54%,2026,Defender
Washington,Big Ten,Peter Kingston,5th,,,,USA,"Kirkland, Wash.",,,https://gohuskies.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 54%,2025,Midfielder
Washington,Big Ten,Chris Meyers,Sr.,,,,USA,"Sacramento, Calif.",,,https://gohuskies.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 54%,2026,Midfielder
Washington,Big Ten,Cooper Brunell,4th,,,,USA,"Kirkland, Wash.",,,https://gohuskies.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 54%,2026,Midfielder
Washington,Big Ten,Charlie Kosakoff,So.,,,,USA,"San Diego, Calif.",,,https://gohuskies.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 54%,2028,Forward
Washington,Big Ten,Richie Aman,Jr.,,,,USA,"Hanover, N.H.",,,https://gohuskies.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 54%,2027,Midfielder
Washington,Big Ten,Chris Peretti,4th,,,,USA,"Coeur D'Alene, Idaho",,,https://gohuskies.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 54%,2026,Forward
Washington,Big Ten,Sean Sent,4th,,,,USA,"Bellevue, Wash.",,,https://gohuskies.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 54%,2026,Midfielder
Washington,Big Ten,Harrison Bertos,So.,,,,USA,"Bedford, Mass.",,,https://gohuskies.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 54%,2028,Defender
Washington,Big Ten,Joe Dale,3rd,,,,USA,"Seattle, Wash.",,,https://gohuskies.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 54%,2027,Midfielder
Washington,Big Ten,Mani Diop,Jr.,,,,International,"Kaolack, Senegal",Senegal,,https://gohuskies.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 54%,2027,Defender
Washington,Big Ten,Rhys Gourdie,5th,,,,International,"Gourock, Scotland",United Kingdom,,https://gohuskies.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 54%,2025,Midfielder
Washington,Big Ten,Alex Hall,Fr.,,,,USA,"Newcastle, Wash.",,,https://gohuskies.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 54%,2029,Midfielder
Washington,Big Ten,Nani Deperro,3rd,,,,USA,"Bend, Ore.",,,https://gohuskies.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 54%,2027,Forward
Washington,Big Ten,Mikey Sherlock,3rd,,,,USA,"Del Mar, Calif.",,,https://gohuskies.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 54%,2027,Midfielder
